area,year,month,cyber_count,avg_amount_lost,max_amount_lost,total_amount_lost,pct_upi_fraud,pct_high_value,platform_diversity,pct_elderly,pct_weekend_cyber,n_fraud_types,month_sin,month_cos,quarter,is_festival_month,area_base_weight,zone_Central,zone_East,zone_North,zone_South,zone_West,cyber_count_lag_1,cyber_count_lag_2,cyber_count_lag_3,cyber_rolling_avg_3m,cyber_mom_change,amount_lag_1,target_cyber_count
Ambavadi,2024,8,1,18193.0,18193.0,18193.0,0.0,0.0,1,0.0,0.0,1,-0.8660254037844385,-0.5000000000000004,3,0,3,0,0,0,0,1,2.0,3.0,4.0,3.0,-0.5,213665.0,1.0
Ambavadi,2024,9,1,22656.0,22656.0,22656.0,0.0,0.0,1,0.0,0.0,1,-1.0,-1.8369701987210297e-16,3,0,3,0,0,0,0,1,1.0,2.0,3.0,2.0,0.0,18193.0,1.0
Ambavadi,2024,12,1,1911467.0,1911467.0,1911467.0,0.0,1.0,1,0.0,1.0,1,-2.4492935982947064e-16,1.0,4,1,3,0,0,0,0,1,1.0,1.0,2.0,1.3333333333333333,0.0,22656.0,3.0
Ambavadi,2025,1,3,924509.0,2536538.0,2773527.0,0.3333333333333333,0.6666666666666666,3,0.3333333333333333,0.0,3,0.49999999999999994,0.8660254037844387,1,1,3,0,0,0,0,1,1.0,1.0,1.0,1.0,2.0,1911467.0,1.0
Ambavadi,2025,3,1,111458.0,111458.0,111458.0,1.0,1.0,1,0.0,0.0,1,1.0,6.123233995736766e-17,1,1,3,0,0,0,0,1,3.0,1.0,1.0,1.6666666666666667,-0.6666666666666667,2773527.0,1.0
Ambavadi,2025,4,1,37791.0,37791.0,37791.0,0.0,0.0,1,0.0,0.0,1,0.8660254037844387,-0.4999999999999998,2,0,3,0,0,0,0,1,1.0,3.0,1.0,1.6666666666666667,0.0,111458.0,1.0
Ambavadi,2025,6,1,103065.0,103065.0,103065.0,1.0,1.0,1,0.0,0.0,1,1.2246467991473532e-16,-1.0,2,0,3,0,0,0,0,1,1.0,1.0,3.0,1.6666666666666667,0.0,37791.0,1.0
Ambavadi,2025,8,1,50226.0,50226.0,50226.0,0.0,0.0,1,0.0,0.0,1,-0.8660254037844385,-0.5000000000000004,3,0,3,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,103065.0,1.0
Ambavadi,2025,9,1,474733.0,474733.0,474733.0,0.0,1.0,1,0.0,0.0,1,-1.0,-1.8369701987210297e-16,3,1,3,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,50226.0,1.0
Ambavadi,2025,10,1,82152.0,82152.0,82152.0,0.0,0.0,1,0.0,0.0,1,-0.8660254037844386,0.5000000000000001,4,1,3,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,474733.0,2.0
Ambavadi,2025,11,2,85177.0,128527.0,170354.0,0.0,0.5,2,0.0,0.0,1,-0.5000000000000004,0.8660254037844384,4,0,3,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,82152.0,1.0
Asarwa,2023,1,3,675670.0,2000694.0,2027010.0,0.0,0.3333333333333333,3,0.0,0.3333333333333333,2,0.49999999999999994,0.8660254037844387,1,1,8,0,1,0,0,0,2.6153846153846154,2.64,2.6666666666666665,2.6410256410256405,0.3705128205128205,728828.6923076923,1.0
Asarwa,2023,2,1,14068.0,14068.0,14068.0,0.0,0.0,1,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1,0,8,0,1,0,0,0,3.0,2.64,2.6666666666666665,3.0,-0.6666666666666667,2027010.0,2.0
Asarwa,2023,3,2,716704.5,1391378.0,1433409.0,0.0,0.5,2,0.5,0.0,2,1.0,6.123233995736766e-17,1,1,8,0,1,0,0,0,1.0,3.0,2.6666666666666665,2.0,1.0,14068.0,3.0
Asarwa,2023,4,3,55123.0,93400.0,165369.0,0.3333333333333333,0.0,3,0.0,0.0,3,0.8660254037844387,-0.4999999999999998,2,0,8,0,1,0,0,0,2.0,1.0,3.0,2.0,0.5,1433409.0,2.0
Asarwa,2023,5,2,191374.5,382749.0,382749.0,0.0,0.5,2,0.0,0.0,2,0.49999999999999994,-0.8660254037844387,2,0,8,0,1,0,0,0,3.0,2.0,1.0,2.0,-0.33333333333333337,165369.0,1.0
Asarwa,2023,6,1,46790.0,46790.0,46790.0,0.0,0.0,1,0.0,1.0,1,1.2246467991473532e-16,-1.0,2,0,8,0,1,0,0,0,2.0,3.0,2.0,2.3333333333333335,-0.5,382749.0,3.0
Asarwa,2023,7,3,21777.0,40180.0,65331.0,0.3333333333333333,0.0,2,0.0,0.0,3,-0.4999999999999997,-0.8660254037844388,3,0,8,0,1,0,0,0,1.0,2.0,3.0,2.0,2.0,46790.0,1.0
Asarwa,2023,10,1,5868.0,5868.0,5868.0,0.0,0.0,1,0.0,0.0,1,-0.8660254037844386,0.5000000000000001,4,1,8,0,1,0,0,0,3.0,1.0,2.0,2.0,-0.6666666666666667,65331.0,2.0
Asarwa,2023,11,2,38223.5,53241.0,76447.0,0.0,0.0,2,0.0,0.5,2,-0.5000000000000004,0.8660254037844384,4,1,8,0,1,0,0,0,1.0,3.0,1.0,1.6666666666666667,1.0,5868.0,3.0
Asarwa,2023,12,3,978181.0,2871853.0,2934543.0,0.3333333333333333,0.3333333333333333,3,0.3333333333333333,0.0,3,-2.4492935982947064e-16,1.0,4,1,8,0,1,0,0,0,2.0,1.0,3.0,2.0,0.5,76447.0,5.0
Asarwa,2024,1,5,49486.4,141987.0,247432.0,0.2,0.2,4,0.0,0.6,4,0.49999999999999994,0.8660254037844387,1,1,8,0,1,0,0,0,3.0,2.0,1.0,2.0,0.6666666666666667,2934543.0,4.0
Asarwa,2024,2,4,165031.0,608693.0,660124.0,0.0,0.25,4,0.0,0.5,3,0.8660254037844386,0.5000000000000001,1,0,8,0,1,0,0,0,5.0,3.0,2.0,3.3333333333333335,-0.19999999999999996,247432.0,4.0
Asarwa,2024,3,4,44184.25,78129.0,176737.0,0.25,0.0,3,0.0,0.25,4,1.0,6.123233995736766e-17,1,1,8,0,1,0,0,0,4.0,5.0,3.0,4.0,0.0,660124.0,3.0
Asarwa,2024,4,3,714785.3333333334,2046950.0,2144356.0,0.3333333333333333,0.3333333333333333,3,0.0,0.0,3,0.8660254037844387,-0.4999999999999998,2,0,8,0,1,0,0,0,4.0,4.0,5.0,4.333333333333333,-0.25,176737.0,4.0
Asarwa,2024,5,4,61111.25,104950.0,244445.0,0.0,0.25,3,0.0,0.0,3,0.49999999999999994,-0.8660254037844387,2,0,8,0,1,0,0,0,3.0,4.0,4.0,3.6666666666666665,0.33333333333333326,2144356.0,2.0
Asarwa,2024,9,2,2585.5,5171.0,5171.0,0.0,0.0,2,0.5,0.0,2,-1.0,-1.8369701987210297e-16,3,0,8,0,1,0,0,0,4.0,3.0,4.0,3.6666666666666665,-0.5,244445.0,1.0
Asarwa,2024,12,1,4371.0,4371.0,4371.0,0.0,0.0,1,1.0,0.0,1,-2.4492935982947064e-16,1.0,4,1,8,0,1,0,0,0,2.0,4.0,3.0,3.0,-0.5,5171.0,6.0
Asarwa,2025,1,6,642011.6666666666,3592037.0,3852070.0,0.0,0.16666666666666666,5,0.0,0.16666666666666666,5,0.49999999999999994,0.8660254037844387,1,1,8,0,1,0,0,0,1.0,2.0,4.0,2.3333333333333335,5.0,4371.0,1.0
Asarwa,2025,2,1,139898.0,139898.0,139898.0,0.0,1.0,1,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1,0,8,0,1,0,0,0,6.0,1.0,2.0,3.0,-0.8333333333333334,3852070.0,3.0
Asarwa,2025,3,3,456426.6666666667,1174065.0,1369280.0,0.6666666666666666,0.6666666666666666,2,0.0,0.0,2,1.0,6.123233995736766e-17,1,1,8,0,1,0,0,0,1.0,6.0,1.0,2.6666666666666665,2.0,139898.0,4.0
Asarwa,2025,4,4,183328.5,532518.0,733314.0,0.0,0.5,3,0.0,0.25,3,0.8660254037844387,-0.4999999999999998,2,0,8,0,1,0,0,0,3.0,1.0,6.0,3.3333333333333335,0.33333333333333326,1369280.0,4.0
Asarwa,2025,5,4,37696.25,79218.0,150785.0,0.0,0.0,3,0.0,0.25,4,0.49999999999999994,-0.8660254037844387,2,0,8,0,1,0,0,0,4.0,3.0,1.0,2.6666666666666665,0.0,733314.0,1.0
Asarwa,2025,6,1,5882.0,5882.0,5882.0,0.0,0.0,1,1.0,0.0,1,1.2246467991473532e-16,-1.0,2,0,8,0,1,0,0,0,4.0,4.0,3.0,3.6666666666666665,-0.75,150785.0,1.0
Asarwa,2025,7,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,-0.4999999999999997,-0.8660254037844388,3,0,8,0,1,0,0,0,1.0,4.0,4.0,3.0,0.0,5882.0,2.0
Asarwa,2025,8,2,1013750.0,1980025.0,2027500.0,0.0,0.5,1,0.5,0.0,2,-0.8660254037844385,-0.5000000000000004,3,0,8,0,1,0,0,0,1.0,1.0,4.0,2.0,1.0,0.0,2.0
Asarwa,2025,10,2,18298.5,27443.0,36597.0,0.0,0.0,2,0.5,0.5,2,-0.8660254037844386,0.5000000000000001,4,1,8,0,1,0,0,0,2.0,1.0,1.0,1.3333333333333333,0.0,2027500.0,3.0
Asarwa,2025,11,3,37646.666666666664,63515.0,112940.0,0.0,0.0,3,0.0,0.3333333333333333,2,-0.5000000000000004,0.8660254037844384,4,0,8,0,1,0,0,0,2.0,2.0,1.0,1.6666666666666667,0.5,36597.0,1.0
Bapunagar,2023,1,2,1389943.5,2779887.0,2779887.0,0.0,0.5,1,0.0,0.5,2,0.49999999999999994,0.8660254037844387,1,1,9,0,1,0,0,0,2.642857142857143,2.6666666666666665,2.730769230769231,2.660714285714286,0.4587585034013605,803496.3928571428,3.0
Bapunagar,2023,3,3,15570.0,25695.0,46710.0,0.0,0.0,2,0.0,0.3333333333333333,3,1.0,6.123233995736766e-17,1,1,9,0,1,0,0,0,2.0,2.6666666666666665,2.730769230769231,2.0,0.5,2779887.0,1.0
Bapunagar,2023,4,1,135536.0,135536.0,135536.0,0.0,1.0,1,0.0,0.0,1,0.8660254037844387,-0.4999999999999998,2,0,9,0,1,0,0,0,3.0,2.0,2.730769230769231,2.5,-0.6666666666666667,46710.0,4.0
Bapunagar,2023,5,4,68089.75,96739.0,272359.0,0.25,0.0,4,0.0,0.75,3,0.49999999999999994,-0.8660254037844387,2,0,9,0,1,0,0,0,1.0,3.0,2.0,2.0,3.0,135536.0,1.0
Bapunagar,2023,6,1,10641.0,10641.0,10641.0,0.0,0.0,1,0.0,0.0,1,1.2246467991473532e-16,-1.0,2,0,9,0,1,0,0,0,4.0,1.0,3.0,2.6666666666666665,-0.75,272359.0,2.0
Bapunagar,2023,7,2,293240.5,576706.0,586481.0,0.0,0.5,2,0.5,0.0,2,-0.4999999999999997,-0.8660254037844388,3,0,9,0,1,0,0,0,1.0,4.0,1.0,2.0,1.0,10641.0,1.0
Bapunagar,2023,8,1,462362.0,462362.0,462362.0,0.0,1.0,1,0.0,1.0,1,-0.8660254037844385,-0.5000000000000004,3,0,9,0,1,0,0,0,2.0,1.0,4.0,2.3333333333333335,-0.5,586481.0,2.0
Bapunagar,2023,11,2,21627.0,43254.0,43254.0,0.5,0.0,2,0.0,0.0,2,-0.5000000000000004,0.8660254037844384,4,1,9,0,1,0,0,0,1.0,2.0,1.0,1.3333333333333333,1.0,462362.0,2.0
Bapunagar,2024,1,2,28332.0,56664.0,56664.0,0.0,0.0,2,0.0,0.5,2,0.49999999999999994,0.8660254037844387,1,1,9,0,1,0,0,0,2.0,1.0,2.0,1.6666666666666667,0.0,43254.0,3.0
Bapunagar,2024,2,3,615291.0,1753070.0,1845873.0,0.3333333333333333,0.3333333333333333,2,0.0,0.3333333333333333,3,0.8660254037844386,0.5000000000000001,1,0,9,0,1,0,0,0,2.0,2.0,1.0,1.6666666666666667,0.5,56664.0,1.0
Bapunagar,2024,3,1,5939.0,5939.0,5939.0,0.0,0.0,1,1.0,0.0,1,1.0,6.123233995736766e-17,1,1,9,0,1,0,0,0,3.0,2.0,2.0,2.3333333333333335,-0.6666666666666667,1845873.0,4.0
Bapunagar,2024,4,4,59777.25,123763.0,239109.0,0.0,0.25,3,0.0,0.25,4,0.8660254037844387,-0.4999999999999998,2,0,9,0,1,0,0,0,1.0,3.0,2.0,2.0,3.0,5939.0,3.0
Bapunagar,2024,5,3,20963.0,36235.0,62889.0,0.0,0.0,3,0.0,0.3333333333333333,3,0.49999999999999994,-0.8660254037844387,2,0,9,0,1,0,0,0,4.0,1.0,3.0,2.6666666666666665,-0.25,239109.0,1.0
Bapunagar,2024,6,1,48037.0,48037.0,48037.0,1.0,0.0,1,0.0,1.0,1,1.2246467991473532e-16,-1.0,2,0,9,0,1,0,0,0,3.0,4.0,1.0,2.6666666666666665,-0.6666666666666667,62889.0,2.0
Bapunagar,2024,7,2,474202.0,936817.0,948404.0,0.0,0.5,2,0.5,0.0,2,-0.4999999999999997,-0.8660254037844388,3,0,9,0,1,0,0,0,1.0,3.0,4.0,2.6666666666666665,1.0,48037.0,3.0
Bapunagar,2024,8,3,1018043.0,2382184.0,3054129.0,0.0,0.6666666666666666,2,0.0,0.3333333333333333,3,-0.8660254037844385,-0.5000000000000004,3,0,9,0,1,0,0,0,2.0,1.0,3.0,2.0,0.5,948404.0,4.0
Bapunagar,2024,9,4,380566.25,1206707.0,1522265.0,0.0,0.5,3,0.0,0.25,3,-1.0,-1.8369701987210297e-16,3,0,9,0,1,0,0,0,3.0,2.0,1.0,2.0,0.33333333333333326,3054129.0,1.0
Bapunagar,2024,10,1,46301.0,46301.0,46301.0,0.0,0.0,1,0.0,0.0,1,-0.8660254037844386,0.5000000000000001,4,1,9,0,1,0,0,0,4.0,3.0,2.0,3.0,-0.75,1522265.0,2.0
Bapunagar,2024,11,2,14110.5,21739.0,28221.0,0.0,0.0,2,0.0,0.5,2,-0.5000000000000004,0.8660254037844384,4,1,9,0,1,0,0,0,1.0,4.0,3.0,2.6666666666666665,1.0,46301.0,2.0
Bapunagar,2024,12,2,1545622.0,2877803.0,3091244.0,0.0,1.0,2,0.0,0.5,2,-2.4492935982947064e-16,1.0,4,1,9,0,1,0,0,0,2.0,1.0,4.0,2.3333333333333335,0.0,28221.0,7.0
Bapunagar,2025,1,7,326453.5714285714,1795915.0,2285175.0,0.2857142857142857,0.42857142857142855,4,0.14285714285714285,0.14285714285714285,6,0.49999999999999994,0.8660254037844387,1,1,9,0,1,0,0,0,2.0,2.0,1.0,1.6666666666666667,2.5,3091244.0,3.0
Bapunagar,2025,2,3,28481.0,70892.0,85443.0,0.3333333333333333,0.0,3,0.3333333333333333,0.3333333333333333,3,0.8660254037844386,0.5000000000000001,1,0,9,0,1,0,0,0,7.0,2.0,2.0,3.6666666666666665,-0.5714285714285714,2285175.0,6.0
Bapunagar,2025,3,6,66297.33333333333,149801.0,397784.0,0.0,0.3333333333333333,5,0.16666666666666666,0.5,5,1.0,6.123233995736766e-17,1,1,9,0,1,0,0,0,3.0,7.0,2.0,4.0,1.0,85443.0,4.0
Bapunagar,2025,4,4,250770.5,797287.0,1003082.0,0.25,0.5,4,0.25,0.25,4,0.8660254037844387,-0.4999999999999998,2,0,9,0,1,0,0,0,6.0,3.0,7.0,5.333333333333333,-0.33333333333333337,397784.0,6.0
Bapunagar,2025,5,6,266017.0,948562.0,1596102.0,0.16666666666666666,0.6666666666666666,5,0.0,0.5,6,0.49999999999999994,-0.8660254037844387,2,0,9,0,1,0,0,0,4.0,6.0,3.0,4.333333333333333,0.5,1003082.0,1.0
Bapunagar,2025,6,1,182468.0,182468.0,182468.0,0.0,1.0,1,0.0,0.0,1,1.2246467991473532e-16,-1.0,2,0,9,0,1,0,0,0,6.0,4.0,6.0,5.333333333333333,-0.8333333333333334,1596102.0,1.0
Bapunagar,2025,7,1,32354.0,32354.0,32354.0,0.0,0.0,1,0.0,0.0,1,-0.4999999999999997,-0.8660254037844388,3,0,9,0,1,0,0,0,1.0,6.0,4.0,3.6666666666666665,0.0,182468.0,2.0
Bapunagar,2025,9,2,814593.0,1610537.0,1629186.0,0.0,0.5,2,0.0,0.5,2,-1.0,-1.8369701987210297e-16,3,1,9,0,1,0,0,0,1.0,1.0,6.0,2.6666666666666665,1.0,32354.0,6.0
Bapunagar,2025,10,6,105950.5,239130.0,635703.0,0.16666666666666666,0.5,4,0.16666666666666666,0.16666666666666666,6,-0.8660254037844386,0.5000000000000001,4,1,9,0,1,0,0,0,2.0,1.0,1.0,1.3333333333333333,2.0,1629186.0,3.0
Bodakdev,2023,1,1,9064.0,9064.0,9064.0,0.0,0.0,1,0.0,0.0,1,0.49999999999999994,0.8660254037844387,1,1,2,0,0,0,0,1,1.0,1.0,1.0,1.0,0.125,112785.625,1.0
Bodakdev,2024,2,1,15364.0,15364.0,15364.0,1.0,0.0,1,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1,0,2,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,9064.0,1.0
Bodakdev,2024,6,1,85628.0,85628.0,85628.0,0.0,0.0,1,0.0,0.0,1,1.2246467991473532e-16,-1.0,2,0,2,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,15364.0,1.0
Bodakdev,2024,8,1,36589.0,36589.0,36589.0,0.0,0.0,1,0.0,0.0,1,-0.8660254037844385,-0.5000000000000004,3,0,2,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,85628.0,1.0
Bodakdev,2024,9,1,7827.0,7827.0,7827.0,0.0,0.0,1,0.0,0.0,1,-1.0,-1.8369701987210297e-16,3,0,2,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,36589.0,1.0
Bodakdev,2024,10,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,-0.8660254037844386,0.5000000000000001,4,1,2,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,7827.0,1.0
Bodakdev,2025,3,1,512395.0,512395.0,512395.0,0.0,1.0,1,0.0,0.0,1,1.0,6.123233995736766e-17,1,1,2,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Bodakdev,2025,5,1,235418.0,235418.0,235418.0,0.0,1.0,1,0.0,0.0,1,0.49999999999999994,-0.8660254037844387,2,0,2,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,512395.0,2.0
Bodakdev,2025,6,2,71286.0,89439.0,142572.0,0.5,0.0,2,0.0,0.0,2,1.2246467991473532e-16,-1.0,2,0,2,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,235418.0,1.0
Bopal,2023,3,1,29270.0,29270.0,29270.0,0.0,0.0,1,0.0,0.0,1,1.0,6.123233995736766e-17,1,1,2,0,0,0,0,1,1.3571428571428572,1.1538461538461537,1.0833333333333333,1.1904761904761905,0.125,385896.0714285714,1.0
Bopal,2023,5,1,172218.0,172218.0,172218.0,0.0,1.0,1,0.0,1.0,1,0.49999999999999994,-0.8660254037844387,2,0,2,0,0,0,0,1,1.0,1.1538461538461537,1.0833333333333333,1.0,0.0,29270.0,2.0
Bopal,2023,6,2,56617.5,70401.0,113235.0,0.5,0.0,2,0.5,0.5,2,1.2246467991473532e-16,-1.0,2,0,2,0,0,0,0,1,1.0,1.0,1.0833333333333333,1.0,1.0,172218.0,1.0
Bopal,2023,7,1,37471.0,37471.0,37471.0,0.0,0.0,1,0.0,1.0,1,-0.4999999999999997,-0.8660254037844388,3,0,2,0,0,0,0,1,2.0,1.0,1.0,1.3333333333333333,-0.5,113235.0,1.0
Bopal,2023,8,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,-0.8660254037844385,-0.5000000000000004,3,0,2,0,0,0,0,1,1.0,2.0,1.0,1.3333333333333333,0.0,37471.0,1.0
Bopal,2023,9,1,14465.0,14465.0,14465.0,0.0,0.0,1,0.0,0.0,1,-1.0,-1.8369701987210297e-16,3,0,2,0,0,0,0,1,1.0,1.0,2.0,1.3333333333333333,0.0,0.0,1.0
Bopal,2024,3,1,59104.0,59104.0,59104.0,0.0,0.0,1,0.0,0.0,1,1.0,6.123233995736766e-17,1,1,2,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,14465.0,1.0
Bopal,2024,4,1,104505.0,104505.0,104505.0,0.0,1.0,1,0.0,0.0,1,0.8660254037844387,-0.4999999999999998,2,0,2,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,59104.0,1.0
Bopal,2024,5,1,2455.0,2455.0,2455.0,0.0,0.0,1,0.0,0.0,1,0.49999999999999994,-0.8660254037844387,2,0,2,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,104505.0,1.0
Bopal,2025,1,1,3588643.0,3588643.0,3588643.0,0.0,1.0,1,0.0,0.0,1,0.49999999999999994,0.8660254037844387,1,1,2,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,2455.0,1.0
Bopal,2025,2,1,5373.0,5373.0,5373.0,1.0,0.0,1,1.0,1.0,1,0.8660254037844386,0.5000000000000001,1,0,2,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,3588643.0,1.0
Bopal,2025,3,1,4138.0,4138.0,4138.0,0.0,0.0,1,0.0,1.0,1,1.0,6.123233995736766e-17,1,1,2,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,5373.0,2.0
Bopal,2025,4,2,142999.5,185728.0,285999.0,0.0,1.0,2,0.0,0.0,2,0.8660254037844387,-0.4999999999999998,2,0,2,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,4138.0,4.0
Bopal,2025,5,4,246417.25,665291.0,985669.0,0.0,0.75,3,0.0,0.25,3,0.49999999999999994,-0.8660254037844387,2,0,2,0,0,0,0,1,2.0,1.0,1.0,1.3333333333333333,1.0,285999.0,1.0
Bopal,2025,6,1,3579888.0,3579888.0,3579888.0,0.0,1.0,1,0.0,1.0,1,1.2246467991473532e-16,-1.0,2,0,2,0,0,0,0,1,4.0,2.0,1.0,2.3333333333333335,-0.75,985669.0,1.0
Chandkheda,2023,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.49999999999999994,0.8660254037844387,1,1,5,0,0,1,0,0,1.3333333333333333,1.3529411764705883,1.375,1.3333333333333333,0.18518518518518517,98240.88888888889,1.0
Chandkheda,2023,10,1,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1,-0.8660254037844386,0.5000000000000001,4,1,5,0,0,1,0,0,1.0,1.3529411764705883,1.375,1.0,0.0,0.0,1.0
Chandkheda,2024,1,1,22065.0,22065.0,22065.0,0.0,0.0,1,0.0,1.0,1,0.49999999999999994,0.8660254037844387,1,1,5,0,0,1,0,0,1.0,1.0,1.375,1.0,0.0,0.0,2.0
Chandkheda,2024,2,2,261783.5,422393.0,523567.0,0.0,1.0,2,0.0,0.5,2,0.8660254037844386,0.5000000000000001,1,0,5,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,22065.0,1.0
Chandkheda,2024,5,1,148167.0,148167.0,148167.0,0.0,1.0,1,0.0,1.0,1,0.49999999999999994,-0.8660254037844387,2,0,5,0,0,1,0,0,2.0,1.0,1.0,1.3333333333333333,-0.5,523567.0,1.0
Chandkheda,2024,6,1,29816.0,29816.0,29816.0,1.0,0.0,1,0.0,0.0,1,1.2246467991473532e-16,-1.0,2,0,5,0,0,1,0,0,1.0,2.0,1.0,1.3333333333333333,0.0,148167.0,1.0
Chandkheda,2024,7,1,49374.0,49374.0,49374.0,0.0,0.0,1,0.0,1.0,1,-0.4999999999999997,-0.8660254037844388,3,0,5,0,0,1,0,0,1.0,1.0,2.0,1.3333333333333333,0.0,29816.0,1.0
Chandkheda,2024,9,1,69718.0,69718.0,69718.0,0.0,0.0,1,0.0,0.0,1,-1.0,-1.8369701987210297e-16,3,0,5,0,0,1,0,0,1.0,1.0,1.0,1.0,0.0,49374.0,1.0
Chandkheda,2024,10,1,5494.0,5494.0,5494.0,0.0,0.0,1,0.0,1.0,1,-0.8660254037844386,0.5000000000000001,4,1,5,0,0,1,0,0,1.0,1.0,1.0,1.0,0.0,69718.0,1.0
Chandkheda,2024,11,1,70755.0,70755.0,70755.0,1.0,0.0,1,0.0,1.0,1,-0.5000000000000004,0.8660254037844384,4,1,5,0,0,1,0,0,1.0,1.0,1.0,1.0,0.0,5494.0,2.0
Chandkheda,2024,12,2,72796.5,142743.0,145593.0,0.0,0.5,1,0.0,0.0,2,-2.4492935982947064e-16,1.0,4,1,5,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,70755.0,1.0
Chandkheda,2025,1,1,229420.0,229420.0,229420.0,0.0,1.0,1,0.0,0.0,1,0.49999999999999994,0.8660254037844387,1,1,5,0,0,1,0,0,2.0,1.0,1.0,1.3333333333333333,-0.5,145593.0,1.0
Chandkheda,2025,2,1,15256.0,15256.0,15256.0,0.0,0.0,1,0.0,0.0,1,0.8660254037844386,0.5000000000000001,1,0,5,0,0,1,0,0,1.0,2.0,1.0,1.3333333333333333,0.0,229420.0,3.0
