area,year,month,crime_count,avg_severity,pct_critical,pct_high,pct_night,pct_weekend,pct_festival,pct_violent,pct_property,n_crime_types,avg_hour,month_sin,month_cos,quarter,is_festival_month,area_base_weight,zone_Central,zone_East,zone_North,zone_South,zone_West,crime_count_lag_1,crime_count_lag_2,crime_count_lag_3,crime_count_lag_12,rolling_avg_3m,rolling_avg_6m,rolling_std_3m,mom_change,yoy_change,target_crime_count
Ambavadi,2023,11,10,2.1,0.0,0.3,0.3,0.2,0.0,0.3,0.4,7,14.0,-0.5000000000000004,0.8660254037844384,4,1,3,0,0,0,0,1,8.0,3.0,6.0,6.235294117647059,5.666666666666667,4.833333333333333,2.516611478423583,0.25,0.690826330532213,5.0
Ambavadi,2023,12,5,2.4,0.0,0.4,0.0,0.4,0.0,0.2,0.2,3,13.0,-2.4492935982947064e-16,1.0,4,1,3,0,0,0,0,1,10.0,8.0,3.0,6.235294117647059,7.0,5.666666666666667,3.605551275463989,-0.5,0.690826330532213,9.0
Ambavadi,2024,1,9,2.3333333333333335,0.0,0.4444444444444444,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.5555555555555556,7,13.222222222222221,0.49999999999999994,0.8660254037844387,1,1,3,0,0,0,0,1,5.0,10.0,8.0,7.0,7.666666666666667,5.666666666666667,2.5166114784235836,0.8,0.2857142857142858,6.0
Ambavadi,2024,2,6,2.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,5,13.666666666666666,0.8660254037844386,0.5000000000000001,1,0,3,0,0,0,0,1,9.0,5.0,10.0,3.0,8.0,6.833333333333333,2.6457513110645907,-0.33333333333333337,1.0,8.0
Ambavadi,2024,3,8,2.75,0.25,0.375,0.375,0.25,0.0,0.5,0.5,7,10.0,1.0,6.123233995736766e-17,1,1,3,0,0,0,0,1,6.0,9.0,5.0,6.0,6.666666666666667,6.833333333333333,2.081665999466133,0.33333333333333326,0.33333333333333326,9.0
Ambavadi,2024,4,9,2.111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,7,14.777777777777779,0.8660254037844387,-0.4999999999999998,2,0,3,0,0,0,0,1,8.0,6.0,9.0,5.0,7.666666666666667,7.666666666666667,1.5275252316519465,0.125,0.8,9.0
Ambavadi,2024,5,9,2.4444444444444446,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.0,0.4444444444444444,0.4444444444444444,7,17.333333333333332,0.49999999999999994,-0.8660254037844387,2,0,3,0,0,0,0,1,9.0,8.0,6.0,5.0,7.666666666666667,7.833333333333333,1.5275252316519465,0.0,0.8,5.0
Ambavadi,2024,6,5,2.4,0.2,0.0,0.2,0.2,0.0,0.4,0.4,5,15.0,1.2246467991473532e-16,-1.0,2,0,3,0,0,0,0,1,9.0,9.0,8.0,5.0,8.666666666666666,7.666666666666667,0.5773502691896252,-0.4444444444444444,0.0,9.0
Ambavadi,2024,8,9,2.5555555555555554,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.0,0.5555555555555556,0.3333333333333333,8,18.555555555555557,-0.8660254037844385,-0.5000000000000004,3,0,3,0,0,0,0,1,5.0,9.0,9.0,2.0,7.666666666666667,7.666666666666667,2.3094010767585034,0.8,3.5,7.0
Ambavadi,2024,9,7,2.7142857142857144,0.42857142857142855,0.0,0.5714285714285714,0.14285714285714285,0.0,0.2857142857142857,0.42857142857142855,6,12.571428571428571,-1.0,-1.8369701987210297e-16,3,0,3,0,0,0,0,1,9.0,5.0,9.0,6.0,7.666666666666667,7.666666666666667,2.3094010767585034,-0.2222222222222222,0.16666666666666674,8.0
Ambavadi,2024,10,8,2.75,0.375,0.125,0.375,0.375,0.375,0.375,0.25,7,11.5,-0.8660254037844386,0.5000000000000001,4,1,3,0,0,0,0,1,7.0,9.0,5.0,3.0,7.0,7.833333333333333,2.0,0.1428571428571428,1.6666666666666665,9.0
Ambavadi,2024,11,9,2.6666666666666665,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.5555555555555556,6,10.333333333333334,-0.5000000000000004,0.8660254037844384,4,1,3,0,0,0,0,1,8.0,7.0,9.0,8.0,8.0,7.833333333333333,1.0000000000000004,0.125,0.125,4.0
Ambavadi,2024,12,4,3.25,0.25,0.75,0.25,0.5,0.0,0.5,0.0,4,17.5,-2.4492935982947064e-16,1.0,4,1,3,0,0,0,0,1,9.0,8.0,7.0,10.0,8.0,7.833333333333333,1.0000000000000004,-0.5555555555555556,-0.6,15.0
Ambavadi,2025,1,15,2.2666666666666666,0.06666666666666667,0.26666666666666666,0.26666666666666666,0.3333333333333333,0.0,0.4666666666666667,0.3333333333333333,10,11.533333333333333,0.49999999999999994,0.8660254037844387,1,1,3,0,0,0,0,1,4.0,9.0,8.0,5.0,7.0,7.0,2.6457513110645907,2.75,2.0,9.0
Ambavadi,2025,2,9,2.2222222222222223,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0,0.4444444444444444,0.2222222222222222,8,8.88888888888889,0.8660254037844386,0.5000000000000001,1,0,3,0,0,0,0,1,15.0,4.0,9.0,9.0,9.333333333333334,8.666666666666666,5.507570547286102,-0.4,0.0,8.0
Ambavadi,2025,3,8,2.0,0.0,0.25,0.25,0.0,0.0,0.0,0.875,5,10.25,1.0,6.123233995736766e-17,1,1,3,0,0,0,0,1,9.0,15.0,4.0,6.0,9.333333333333334,8.666666666666666,5.507570547286102,-0.11111111111111116,0.33333333333333326,16.0
Ambavadi,2025,4,16,2.0,0.0625,0.3125,0.0,0.1875,0.0,0.1875,0.25,9,16.5625,0.8660254037844387,-0.4999999999999998,2,0,3,0,0,0,0,1,8.0,9.0,15.0,8.0,10.666666666666666,8.833333333333334,3.785938897200182,1.0,1.0,11.0
Ambavadi,2025,5,11,2.090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.0,0.09090909090909091,0.45454545454545453,7,14.0,0.49999999999999994,-0.8660254037844387,2,0,3,0,0,0,0,1,16.0,8.0,9.0,9.0,11.0,10.166666666666666,4.358898943540673,-0.3125,0.22222222222222232,10.0
Ambavadi,2025,6,10,3.0,0.4,0.3,0.2,0.4,0.0,0.4,0.4,7,11.4,1.2246467991473532e-16,-1.0,2,0,3,0,0,0,0,1,11.0,16.0,8.0,9.0,11.666666666666666,10.5,4.04145188432738,-0.09090909090909094,0.11111111111111116,1.0
Asarwa,2023,1,17,2.0588235294117645,0.058823529411764705,0.23529411764705882,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.29411764705882354,0.4117647058823529,10,13.294117647058824,0.49999999999999994,0.8660254037844387,1,1,8,0,1,0,0,0,19.06896551724138,18.571428571428573,18.25925925925926,16.833333333333332,18.580459770114945,17.988505747126435,0.0,0.07150546999995343,0.2953604214431716,16.0
Asarwa,2023,2,16,2.25,0.125,0.25,0.125,0.25,0.0,0.25,0.625,9,11.9375,0.8660254037844386,0.5000000000000001,1,0,8,0,1,0,0,0,17.0,18.571428571428573,18.25925925925926,16.833333333333332,17.0,17.0,0.0,-0.05882352941176472,0.2953604214431716,13.0
Asarwa,2023,3,13,1.6923076923076923,0.0,0.15384615384615385,0.23076923076923078,0.38461538461538464,0.07692307692307693,0.15384615384615385,0.23076923076923078,6,11.923076923076923,1.0,6.123233995736766e-17,1,1,8,0,1,0,0,0,16.0,17.0,18.25925925925926,16.833333333333332,16.5,16.5,0.7071067811865476,-0.1875,0.2953604214431716,12.0
Asarwa,2023,4,12,2.0833333333333335,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.0,0.16666666666666666,0.3333333333333333,9,13.25,0.8660254037844387,-0.4999999999999998,2,0,8,0,1,0,0,0,13.0,16.0,17.0,16.833333333333332,15.333333333333334,15.333333333333334,2.081665999466133,-0.07692307692307687,0.2953604214431716,17.0
Asarwa,2023,5,17,2.411764705882353,0.0,0.47058823529411764,0.5294117647058824,0.5294117647058824,0.0,0.11764705882352941,0.35294117647058826,8,9.117647058823529,0.49999999999999994,-0.8660254037844387,2,0,8,0,1,0,0,0,12.0,13.0,16.0,16.833333333333332,13.666666666666666,14.5,2.081665999466133,0.41666666666666674,0.2953604214431716,10.0
Asarwa,2023,6,10,2.0,0.1,0.1,0.3,0.2,0.0,0.1,0.3,7,13.6,1.2246467991473532e-16,-1.0,2,0,8,0,1,0,0,0,17.0,12.0,13.0,16.833333333333332,14.0,15.0,2.6457513110645907,-0.4117647058823529,0.2953604214431716,16.0
Asarwa,2023,7,16,2.4375,0.125,0.375,0.3125,0.4375,0.0,0.4375,0.25,10,10.875,-0.4999999999999997,-0.8660254037844388,3,0,8,0,1,0,0,0,10.0,17.0,12.0,16.833333333333332,13.0,14.166666666666666,3.605551275463989,0.6000000000000001,0.2953604214431716,16.0
Asarwa,2023,8,16,2.5,0.125,0.4375,0.25,0.375,0.0,0.3125,0.3125,11,14.5625,-0.8660254037844385,-0.5000000000000004,3,0,8,0,1,0,0,0,16.0,10.0,17.0,16.833333333333332,14.333333333333334,14.0,3.7859388972001824,0.0,0.2953604214431716,16.0
Asarwa,2023,9,16,2.1875,0.125,0.3125,0.3125,0.375,0.0,0.25,0.5,10,15.375,-1.0,-1.8369701987210297e-16,3,0,8,0,1,0,0,0,16.0,16.0,10.0,16.833333333333332,14.0,14.0,3.4641016151377544,0.0,0.2953604214431716,23.0
Asarwa,2023,10,23,2.3043478260869565,0.21739130434782608,0.13043478260869565,0.21739130434782608,0.34782608695652173,0.391304347826087,0.34782608695652173,0.43478260869565216,12,13.347826086956522,-0.8660254037844386,0.5000000000000001,4,1,8,0,1,0,0,0,16.0,16.0,16.0,16.833333333333332,16.0,14.5,0.0,0.4375,0.2953604214431716,20.0
Asarwa,2023,11,20,2.45,0.2,0.35,0.45,0.15,0.1,0.35,0.35,11,11.85,-0.5000000000000004,0.8660254037844384,4,1,8,0,1,0,0,0,23.0,16.0,16.0,16.833333333333332,18.333333333333332,16.333333333333332,4.041451884327381,-0.13043478260869568,0.2953604214431716,12.0
Asarwa,2023,12,12,2.4166666666666665,0.08333333333333333,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.0,0.16666666666666666,0.5,7,15.833333333333334,-2.4492935982947064e-16,1.0,4,1,8,0,1,0,0,0,20.0,23.0,16.0,16.833333333333332,19.666666666666668,16.833333333333332,3.5118845842842465,-0.4,0.2953604214431716,22.0
Asarwa,2024,1,22,2.5,0.13636363636363635,0.36363636363636365,0.2727272727272727,0.13636363636363635,0.09090909090909091,0.36363636363636365,0.3181818181818182,11,12.727272727272727,0.49999999999999994,0.8660254037844387,1,1,8,0,1,0,0,0,12.0,20.0,23.0,17.0,18.333333333333332,17.166666666666668,5.686240703077327,0.8333333333333333,0.2941176470588236,15.0
Asarwa,2024,2,15,2.533333333333333,0.13333333333333333,0.4666666666666667,0.4,0.26666666666666666,0.0,0.4,0.4666666666666667,11,14.0,0.8660254037844386,0.5000000000000001,1,0,8,0,1,0,0,0,22.0,12.0,20.0,16.0,18.0,18.166666666666668,5.2915026221291805,-0.31818181818181823,-0.0625,19.0
Asarwa,2024,3,19,2.210526315789474,0.21052631578947367,0.10526315789473684,0.2631578947368421,0.3684210526315789,0.05263157894736842,0.42105263157894735,0.3157894736842105,12,12.631578947368421,1.0,6.123233995736766e-17,1,1,8,0,1,0,0,0,15.0,22.0,12.0,13.0,16.333333333333332,18.0,5.131601439446883,0.2666666666666666,0.46153846153846145,22.0
Asarwa,2024,4,22,2.590909090909091,0.13636363636363635,0.45454545454545453,0.3181818181818182,0.22727272727272727,0.0,0.45454545454545453,0.36363636363636365,12,12.363636363636363,0.8660254037844387,-0.4999999999999998,2,0,8,0,1,0,0,0,19.0,15.0,22.0,12.0,18.666666666666668,18.5,3.511884584284245,0.1578947368421053,0.8333333333333333,19.0
Asarwa,2024,5,19,2.263157894736842,0.10526315789473684,0.3157894736842105,0.2631578947368421,0.15789473684210525,0.0,0.2631578947368421,0.42105263157894735,9,10.31578947368421,0.49999999999999994,-0.8660254037844387,2,0,8,0,1,0,0,0,22.0,19.0,15.0,17.0,18.666666666666668,18.333333333333332,3.511884584284245,-0.13636363636363635,0.11764705882352944,18.0
Asarwa,2024,6,18,2.5555555555555554,0.16666666666666666,0.4444444444444444,0.4444444444444444,0.2777777777777778,0.0,0.4444444444444444,0.2222222222222222,10,14.166666666666666,1.2246467991473532e-16,-1.0,2,0,8,0,1,0,0,0,19.0,22.0,19.0,10.0,20.0,18.166666666666668,1.7320508075688743,-0.052631578947368474,0.8,11.0
Asarwa,2024,7,11,2.4545454545454546,0.18181818181818182,0.2727272727272727,0.45454545454545453,0.18181818181818182,0.0,0.36363636363636365,0.36363636363636365,9,10.363636363636363,-0.4999999999999997,-0.8660254037844388,3,0,8,0,1,0,0,0,18.0,19.0,22.0,16.0,19.666666666666668,19.166666666666668,2.0816659994661304,-0.38888888888888884,-0.3125,17.0
Asarwa,2024,8,17,2.176470588235294,0.11764705882352941,0.17647058823529413,0.4117647058823529,0.23529411764705882,0.0,0.058823529411764705,0.6470588235294118,10,9.529411764705882,-0.8660254037844385,-0.5000000000000004,3,0,8,0,1,0,0,0,11.0,18.0,19.0,16.0,16.0,17.333333333333332,4.358898943540673,0.5454545454545454,0.0625,18.0
Asarwa,2024,9,18,2.1666666666666665,0.1111111111111111,0.3333333333333333,0.3888888888888889,0.5,0.0,0.2777777777777778,0.2777777777777778,12,12.333333333333334,-1.0,-1.8369701987210297e-16,3,0,8,0,1,0,0,0,17.0,11.0,18.0,16.0,15.333333333333334,17.666666666666668,3.7859388972001815,0.05882352941176472,0.125,22.0
Asarwa,2024,10,22,2.1818181818181817,0.09090909090909091,0.36363636363636365,0.3181818181818182,0.2727272727272727,0.3181818181818182,0.3181818181818182,0.45454545454545453,10,14.909090909090908,-0.8660254037844386,0.5000000000000001,4,1,8,0,1,0,0,0,18.0,17.0,11.0,23.0,15.333333333333334,17.5,3.7859388972001815,0.22222222222222232,-0.04347826086956519,22.0
Asarwa,2024,11,22,2.6818181818181817,0.13636363636363635,0.5,0.18181818181818182,0.22727272727272727,0.3181818181818182,0.3181818181818182,0.4090909090909091,12,15.454545454545455,-0.5000000000000004,0.8660254037844384,4,1,8,0,1,0,0,0,22.0,18.0,17.0,20.0,19.0,17.5,2.6457513110645885,0.0,0.10000000000000009,18.0
Asarwa,2024,12,18,2.6666666666666665,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.0,0.2777777777777778,0.2777777777777778,9,13.722222222222221,-2.4492935982947064e-16,1.0,4,1,8,0,1,0,0,0,22.0,22.0,18.0,12.0,20.666666666666668,18.0,2.3094010767585007,-0.18181818181818177,0.5,36.0
Asarwa,2025,1,36,2.0555555555555554,0.027777777777777776,0.2777777777777778,0.4166666666666667,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.6111111111111112,12,12.722222222222221,0.49999999999999994,0.8660254037844387,1,1,8,0,1,0,0,0,18.0,22.0,22.0,22.0,20.666666666666668,18.0,2.3094010767585034,1.0,0.6363636363636365,18.0
Asarwa,2025,2,18,2.5,0.16666666666666666,0.3333333333333333,0.2777777777777778,0.3888888888888889,0.0,0.2777777777777778,0.5,13,13.222222222222221,0.8660254037844386,0.5000000000000001,1,0,8,0,1,0,0,0,36.0,18.0,22.0,15.0,25.333333333333332,22.166666666666668,9.451631252505218,-0.5,0.19999999999999996,28.0
Asarwa,2025,3,28,2.5714285714285716,0.25,0.21428571428571427,0.39285714285714285,0.25,0.10714285714285714,0.42857142857142855,0.42857142857142855,11,11.964285714285714,1.0,6.123233995736766e-17,1,1,8,0,1,0,0,0,18.0,36.0,18.0,19.0,24.0,22.333333333333332,10.392304845413264,0.5555555555555556,0.4736842105263157,27.0
Asarwa,2025,4,27,2.2222222222222223,0.14814814814814814,0.2222222222222222,0.4074074074074074,0.37037037037037035,0.0,0.2962962962962963,0.37037037037037035,14,12.333333333333334,0.8660254037844387,-0.4999999999999998,2,0,8,0,1,0,0,0,28.0,18.0,36.0,22.0,27.333333333333332,24.0,9.018499505645789,-0.0357142857142857,0.2272727272727273,33.0
Asarwa,2025,5,33,2.6363636363636362,0.24242424242424243,0.3333333333333333,0.30303030303030304,0.42424242424242425,0.0,0.3333333333333333,0.42424242424242425,10,12.333333333333334,0.49999999999999994,-0.8660254037844387,2,0,8,0,1,0,0,0,27.0,28.0,18.0,19.0,24.333333333333332,24.833333333333332,5.507570547286102,0.22222222222222232,0.736842105263158,21.0
Asarwa,2025,6,21,2.2857142857142856,0.09523809523809523,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.0,0.42857142857142855,0.19047619047619047,9,12.285714285714286,1.2246467991473532e-16,-1.0,2,0,8,0,1,0,0,0,33.0,27.0,28.0,18.0,29.333333333333332,26.666666666666668,3.21455025366432,-0.36363636363636365,0.16666666666666674,1.0
Bapunagar,2023,1,15,2.533333333333333,0.13333333333333333,0.4666666666666667,0.2,0.26666666666666666,0.13333333333333333,0.4,0.3333333333333333,10,12.933333333333334,0.49999999999999994,0.8660254037844387,1,1,9,0,1,0,0,0,22.7,22.551724137931036,21.5,17.63157894736842,22.011111111111113,20.704444444444448,0.0,0.03822011365183575,0.41625977280735305,13.0
Bapunagar,2023,2,13,2.1538461538461537,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.38461538461538464,0.0,0.3076923076923077,0.38461538461538464,10,13.76923076923077,0.8660254037844386,0.5000000000000001,1,0,9,0,1,0,0,0,15.0,22.551724137931036,21.5,17.63157894736842,15.0,15.0,0.0,-0.1333333333333333,0.41625977280735305,14.0
Bapunagar,2023,3,14,2.642857142857143,0.14285714285714285,0.42857142857142855,0.21428571428571427,0.35714285714285715,0.07142857142857142,0.2857142857142857,0.35714285714285715,10,13.714285714285714,1.0,6.123233995736766e-17,1,1,9,0,1,0,0,0,13.0,15.0,21.5,17.63157894736842,14.0,14.0,1.4142135623730951,0.07692307692307687,0.41625977280735305,18.0
Bapunagar,2023,4,18,2.4444444444444446,0.16666666666666666,0.3888888888888889,0.3333333333333333,0.3888888888888889,0.0,0.3888888888888889,0.4444444444444444,9,12.555555555555555,0.8660254037844387,-0.4999999999999998,2,0,9,0,1,0,0,0,14.0,13.0,15.0,17.63157894736842,14.0,14.0,1.0,0.2857142857142858,0.41625977280735305,14.0
Bapunagar,2023,5,14,2.7142857142857144,0.14285714285714285,0.5714285714285714,0.21428571428571427,0.35714285714285715,0.0,0.2857142857142857,0.42857142857142855,10,14.642857142857142,0.49999999999999994,-0.8660254037844387,2,0,9,0,1,0,0,0,18.0,14.0,13.0,17.63157894736842,15.0,15.0,2.6457513110645907,-0.2222222222222222,0.41625977280735305,16.0
Bapunagar,2023,6,16,2.5625,0.1875,0.375,0.375,0.375,0.0,0.4375,0.25,9,14.5625,1.2246467991473532e-16,-1.0,2,0,9,0,1,0,0,0,14.0,18.0,14.0,17.63157894736842,15.333333333333334,14.8,2.3094010767585034,0.1428571428571428,0.41625977280735305,16.0
Bapunagar,2023,7,16,1.9375,0.0625,0.25,0.375,0.5,0.0,0.125,0.5625,10,13.9375,-0.4999999999999997,-0.8660254037844388,3,0,9,0,1,0,0,0,16.0,14.0,18.0,17.63157894736842,16.0,15.0,2.0,0.0,0.41625977280735305,16.0
Bapunagar,2023,8,16,2.125,0.0625,0.3125,0.375,0.1875,0.0,0.375,0.3125,12,11.375,-0.8660254037844385,-0.5000000000000004,3,0,9,0,1,0,0,0,16.0,16.0,14.0,17.63157894736842,15.333333333333334,15.166666666666666,1.1547005383792515,0.0,0.41625977280735305,15.0
Bapunagar,2023,9,15,2.066666666666667,0.0,0.26666666666666666,0.2,0.26666666666666666,0.0,0.26666666666666666,0.3333333333333333,10,11.466666666666667,-1.0,-1.8369701987210297e-16,3,0,9,0,1,0,0,0,16.0,16.0,16.0,17.63157894736842,16.0,15.666666666666666,0.0,-0.0625,0.41625977280735305,24.0
Bapunagar,2023,10,24,2.6666666666666665,0.2916666666666667,0.2916666666666667,0.25,0.125,0.2916666666666667,0.4166666666666667,0.375,12,13.75,-0.8660254037844386,0.5000000000000001,4,1,9,0,1,0,0,0,15.0,16.0,16.0,17.63157894736842,15.666666666666666,15.833333333333334,0.5773502691896255,0.6000000000000001,0.41625977280735305,19.0
Bapunagar,2023,11,19,2.6315789473684212,0.15789473684210525,0.47368421052631576,0.21052631578947367,0.2631578947368421,0.10526315789473684,0.47368421052631576,0.42105263157894735,10,14.0,-0.5000000000000004,0.8660254037844384,4,1,9,0,1,0,0,0,24.0,15.0,16.0,17.63157894736842,18.333333333333332,16.833333333333332,4.932882862316248,-0.20833333333333337,0.41625977280735305,25.0
Bapunagar,2023,12,25,2.56,0.24,0.28,0.2,0.4,0.0,0.32,0.36,12,12.4,-2.4492935982947064e-16,1.0,4,1,9,0,1,0,0,0,19.0,24.0,15.0,17.63157894736842,19.333333333333332,17.666666666666668,4.509249752822895,0.3157894736842106,0.41625977280735305,22.0
Bapunagar,2024,1,22,2.590909090909091,0.13636363636363635,0.5,0.3181818181818182,0.2727272727272727,0.13636363636363635,0.45454545454545453,0.3181818181818182,11,12.636363636363637,0.49999999999999994,0.8660254037844387,1,1,9,0,1,0,0,0,25.0,19.0,24.0,15.0,22.666666666666668,19.166666666666668,3.21455025366432,-0.12,0.46666666666666656,16.0
Bapunagar,2024,2,16,2.6875,0.125,0.5625,0.25,0.1875,0.0,0.5625,0.1875,7,11.75,0.8660254037844386,0.5000000000000001,1,0,9,0,1,0,0,0,22.0,25.0,19.0,13.0,22.0,20.166666666666668,3.0000000000000018,-0.2727272727272727,0.23076923076923084,26.0
Bapunagar,2024,3,26,2.230769230769231,0.038461538461538464,0.34615384615384615,0.2692307692307692,0.15384615384615385,0.038461538461538464,0.34615384615384615,0.38461538461538464,11,12.653846153846153,1.0,6.123233995736766e-17,1,1,9,0,1,0,0,0,16.0,22.0,25.0,14.0,21.0,20.166666666666668,4.582575694955842,0.625,0.8571428571428572,17.0
Bapunagar,2024,4,17,2.4705882352941178,0.17647058823529413,0.23529411764705882,0.35294117647058826,0.29411764705882354,0.0,0.29411764705882354,0.35294117647058826,11,10.705882352941176,0.8660254037844387,-0.4999999999999998,2,0,9,0,1,0,0,0,26.0,16.0,22.0,18.0,21.333333333333332,22.0,5.033222956847168,-0.34615384615384615,-0.05555555555555558,16.0
Bapunagar,2024,5,16,1.875,0.125,0.125,0.4375,0.125,0.0,0.125,0.4375,11,9.5,0.49999999999999994,-0.8660254037844387,2,0,9,0,1,0,0,0,17.0,26.0,16.0,14.0,19.666666666666668,20.833333333333332,5.507570547286104,-0.05882352941176472,0.1428571428571428,18.0
Bapunagar,2024,6,18,2.0555555555555554,0.1111111111111111,0.2222222222222222,0.3888888888888889,0.3333333333333333,0.0,0.2777777777777778,0.4444444444444444,11,13.055555555555555,1.2246467991473532e-16,-1.0,2,0,9,0,1,0,0,0,16.0,17.0,26.0,16.0,19.666666666666668,20.333333333333332,5.507570547286104,0.125,0.125,15.0
Bapunagar,2024,7,15,2.466666666666667,0.06666666666666667,0.4666666666666667,0.3333333333333333,0.06666666666666667,0.0,0.26666666666666666,0.4,8,13.6,-0.4999999999999997,-0.8660254037844388,3,0,9,0,1,0,0,0,18.0,16.0,17.0,16.0,17.0,19.166666666666668,1.0000000000000107,-0.16666666666666663,-0.0625,15.0
Bapunagar,2024,8,15,2.466666666666667,0.13333333333333333,0.3333333333333333,0.2,0.4666666666666667,0.0,0.6666666666666666,0.13333333333333333,7,12.666666666666666,-0.8660254037844385,-0.5000000000000004,3,0,9,0,1,0,0,0,15.0,18.0,16.0,16.0,16.333333333333332,18.0,1.5275252316519532,0.0,-0.0625,20.0
Bapunagar,2024,9,20,2.5,0.2,0.25,0.3,0.3,0.0,0.35,0.4,9,11.85,-1.0,-1.8369701987210297e-16,3,0,9,0,1,0,0,0,15.0,15.0,18.0,15.0,16.0,17.833333333333332,1.7320508075688832,0.33333333333333326,0.33333333333333326,25.0
